"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"1365" "eDFgQe" "stylo" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "774" "stylo" "The ‘Stylo’ package provides easy-to-use implementations of various established analyses in the field of computational stylistics, including non-traditional authorship attribution, genre recognition, style development (“stylochronometry”), etc. The package includes a number of explanatory methods provided by the function stylo() (multidimensional scaling, principal component analysis, cluster analysis, bootstrap consensus trees). Addtionally, a number of supervised machine-learning methods are available via the function classify() (Delta, support vector machines, naive Bayes, k-nearest neighbors, nearest shrunken centroids). The rolling.delta() function analyses collaborative works and tries to determine the authorship of fragments extracted from them. The oppose() function performs a contrastive analysis between two given sets of texts: among other things, it generates lists of words significantly preferred and avoided by one or more authors in comparison to the texts by another author (or a set of them). (from: \"Stylo: a package for stylometric analyses\" by Eder/Kestemont/Rybicki)" NA
"1366" "eDFgQe" "stylo" "stylisticAnalysis" "https://vocabs.dariah.eu/tadirah/stylisticAnalysis" "Q11873636" "stylistic analysis" "774" "stylo" "The ‘Stylo’ package provides easy-to-use implementations of various established analyses in the field of computational stylistics, including non-traditional authorship attribution, genre recognition, style development (“stylochronometry”), etc. The package includes a number of explanatory methods provided by the function stylo() (multidimensional scaling, principal component analysis, cluster analysis, bootstrap consensus trees). Addtionally, a number of supervised machine-learning methods are available via the function classify() (Delta, support vector machines, naive Bayes, k-nearest neighbors, nearest shrunken centroids). The rolling.delta() function analyses collaborative works and tries to determine the authorship of fragments extracted from them. The oppose() function performs a contrastive analysis between two given sets of texts: among other things, it generates lists of words significantly preferred and avoided by one or more authors in comparison to the texts by another author (or a set of them). (from: \"Stylo: a package for stylometric analyses\" by Eder/Kestemont/Rybicki)" NA
"1367" "eDFgQe" "stylo" "stylometry" "https://vocabs.dariah.eu/tadirah/stylometry" "Q2032038" "stylometry" "774" "stylo" "The ‘Stylo’ package provides easy-to-use implementations of various established analyses in the field of computational stylistics, including non-traditional authorship attribution, genre recognition, style development (“stylochronometry”), etc. The package includes a number of explanatory methods provided by the function stylo() (multidimensional scaling, principal component analysis, cluster analysis, bootstrap consensus trees). Addtionally, a number of supervised machine-learning methods are available via the function classify() (Delta, support vector machines, naive Bayes, k-nearest neighbors, nearest shrunken centroids). The rolling.delta() function analyses collaborative works and tries to determine the authorship of fragments extracted from them. The oppose() function performs a contrastive analysis between two given sets of texts: among other things, it generates lists of words significantly preferred and avoided by one or more authors in comparison to the texts by another author (or a set of them). (from: \"Stylo: a package for stylometric analyses\" by Eder/Kestemont/Rybicki)" NA
"1368" "Wg8i9b" "Sumo Paint" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "1491" "Sumo Paint" "Sumo Paint is a free online Flash-based image editor that works in a web browser, without needing to install anything on your device. It has functionality similar to Photoshop and offers many of the same tools but is focused on illustration rather than photo editing. Sumo Paint offers community features such as uploading, commenting, and rating images for users who create free accounts.The paid pro version of the software features a downloadable version of the software which runs on Adobe AIR. Sumo API allows you to embed Sumo Apps to your site. You can integrate Sumo API for free for non-commercial use. Paid subscriptions allow access to the downloadable editor, increased image resolution, enhanced customer support, and early access to new features.Sumo is planning on releasing a photo editor in the near future." "Q4355905"
"1369" "Wg8i9b" "Sumo Paint" "drawing" "https://vocabs.dariah.eu/tadirah/drawing" "Q93184" "drawing" "1491" "Sumo Paint" "Sumo Paint is a free online Flash-based image editor that works in a web browser, without needing to install anything on your device. It has functionality similar to Photoshop and offers many of the same tools but is focused on illustration rather than photo editing. Sumo Paint offers community features such as uploading, commenting, and rating images for users who create free accounts.The paid pro version of the software features a downloadable version of the software which runs on Adobe AIR. Sumo API allows you to embed Sumo Apps to your site. You can integrate Sumo API for free for non-commercial use. Paid subscriptions allow access to the downloadable editor, increased image resolution, enhanced customer support, and early access to new features.Sumo is planning on releasing a photo editor in the near future." "Q4355905"
"1370" "TlOGV8" "Superfastmatch" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "1440" "Superfastmatch" "Superfastmatch is designed to find exact duplicates of text strings between documents." NA
"1371" "TlOGV8" "Superfastmatch" "structuralAnalysis" "https://vocabs.dariah.eu/tadirah/structuralAnalysis" "Q123751127" "structuralAnalysis" "1440" "Superfastmatch" "Superfastmatch is designed to find exact duplicates of text strings between documents." NA
"1372" "TlOGV8" "Superfastmatch" "relationalAnalysis" "https://vocabs.dariah.eu/tadirah/relationalAnalysis" "Q123783456" "relationalAnalysis" "1440" "Superfastmatch" "Superfastmatch is designed to find exact duplicates of text strings between documents." NA
"1373" "TlOGV8" "Superfastmatch" "comparing" "https://vocabs.dariah.eu/tadirah/comparing" "Q1624679" "comparing" "1440" "Superfastmatch" "Superfastmatch is designed to find exact duplicates of text strings between documents." NA
"1374" "bmGhvI" "Survey Daddy" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "929" "Survey Daddy" "Create a survey to measure and record your students' progress against curriculum outcomes. Use Likert questions to rate students based on a rubric and text questions to record qualitative data to share with parents and faculty. **This item is being upgraded to PollDaddy: Your login details and account will remain the same, you will now login at Polldaddy.com." NA
"1375" "bmGhvI" "Survey Daddy" "communicating" "https://vocabs.dariah.eu/tadirah/communicating" "Q11024" "communicating" "929" "Survey Daddy" "Create a survey to measure and record your students' progress against curriculum outcomes. Use Likert questions to rate students based on a rubric and text questions to record qualitative data to share with parents and faculty. **This item is being upgraded to PollDaddy: Your login details and account will remain the same, you will now login at Polldaddy.com." NA
"1376" "D5sHvO" "Survey Monkey" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1300" "SurveyMonkey" "Survey Monkey is a web-based survey creation and distribution site, with free and paid plans that allow users to create surveys and collect responses through a link, email, Facebook, or being embedded in a website or blog. Survey Monkey also allows for the collect and analysis of data." "Q162852"
"1377" "D5sHvO" "Survey Monkey" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "1300" "SurveyMonkey" "Survey Monkey is a web-based survey creation and distribution site, with free and paid plans that allow users to create surveys and collect responses through a link, email, Facebook, or being embedded in a website or blog. Survey Monkey also allows for the collect and analysis of data." "Q162852"
"1378" "bCosM9" "SUSS (Sunderland University SENSEVAL System)" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "429" "SUSS (Sunderland University SENSEVAL System)" "SUSS (Sunderland University SENSEVAL System) was an algorithm for word sense disambiguation developed for the inaugural SENSEVAL event in 1998." NA
"1379" "bCosM9" "SUSS (Sunderland University SENSEVAL System)" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "429" "SUSS (Sunderland University SENSEVAL System)" "SUSS (Sunderland University SENSEVAL System) was an algorithm for word sense disambiguation developed for the inaugural SENSEVAL event in 1998." NA
"1380" "0IEAKM" "SwiftRiver" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "521" "SwiftRiver" "SwiftRiver is a free, open source platform for filtering and processing large amounts of information. In particular, it can gather and filter data from common web sources such as email, Twitter or RSS. It also enables users to define 'buckets' according to their own criteria rather than relying on, for example, the information's social media popularity status. Utilizing a combination of filters and buckets, users create 'rivers' of data populated by their chosen sources. Developer Ushahidi has made all code available for general access via Github, though a custom, full-service, hosted version is available for a fee by contacting the company directly." NA
"1381" "0IEAKM" "SwiftRiver" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "521" "SwiftRiver" "SwiftRiver is a free, open source platform for filtering and processing large amounts of information. In particular, it can gather and filter data from common web sources such as email, Twitter or RSS. It also enables users to define 'buckets' according to their own criteria rather than relying on, for example, the information's social media popularity status. Utilizing a combination of filters and buckets, users create 'rivers' of data populated by their chosen sources. Developer Ushahidi has made all code available for general access via Github, though a custom, full-service, hosted version is available for a fee by contacting the company directly." NA
"1382" "0IEAKM" "SwiftRiver" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "521" "SwiftRiver" "SwiftRiver is a free, open source platform for filtering and processing large amounts of information. In particular, it can gather and filter data from common web sources such as email, Twitter or RSS. It also enables users to define 'buckets' according to their own criteria rather than relying on, for example, the information's social media popularity status. Utilizing a combination of filters and buckets, users create 'rivers' of data populated by their chosen sources. Developer Ushahidi has made all code available for general access via Github, though a custom, full-service, hosted version is available for a fee by contacting the company directly." NA
